Nama,User,Isi,Rating,Label
 Boemi Kedaton Mall ,Khairunnisa N,"Mall yg lumayan lengkap, untuk saat ini, ini mall terbaru dan termodern di lampung, designnya seperti mall mall yg ada di jakarta",4,Positif
 Boemi Kedaton Mall ,adha_1979,"Kalau ke Lampung sekalian mampir ke Mall Bumi Kedaton, sangat dekat dari pusat kota, dekat dari kampus-kampus besar yang ada di sekitarnya, dan sangat strategis. Ada department store disini, food court, cinema, exhibition space, souvenirs dan masih banyak lagi yang lainnya. Parkirnya sangat luas. Enjoy your day...",5,Positif
 Boemi Kedaton Mall ,Rendy F,"Mall Boemi Kedaton sekarang menjadi icon mall nya Lampung. Tempat hang out yang asik. Menghabiskan waktu bersama buah hati pun menyenangkan disini. Terdapat timezone dilantai atas dan taman bermain anak dilantai 2. Disamping itu, ibu2pun kalau berbelanja terdapat chandra supermarket disini, harganya murah2 dan banyak diskon. Tempat makanpun komplit. Jadi setali tiga uang,tiap berkunjung kesini.",5,Positif
 Boemi Kedaton Mall ,Anak_Indonesia,"Di Banding Mall-Mall Lain di Lampung, BKM adalah Mall TerBesar Dan Lumayan Lengkap. FoodCourt Dengan Aneka Pilihan, Supermarket, Dept.Store (Yang Kedua-Duanya Adalah Supermarket dan Dept.Store Lokal). Dan DiAtas Mallnya Sedang Di Bangun Hotel. Letaknya nya pun strategis deket dgn Kampus-Kampus. ",4,Positif
 Boemi Kedaton Mall ,DePeS,"Sepertinya Mall terbesar di Lampung saat ini. Walau tidak lengkap, lumayan lah untuk ngopi di Starbucks dan buku di Gramedia, dan Nonton di XXI. Parkir yang sedikit membingungkan, khususnya pengguna motor yang agak ""tersiksa"" jika akhir Minggu",3,Negatif
 Teluk Kiluan ,mira19237,"Berakit-rakit kehulu berenang renang ketepian itulah pepatah yg sesuai untuk menuju teluk kiluan,jarak yang jauh dan medan jalan yang sulit akan terbayarkan setelah melihat indahnya tepian teluk kiluan.Melihat lumba-lumba dilaut lepas merupakan sensasi luarbiasa yang saya rasakan,membutuhkan 1.5jam perjalanan menggunakan perahu kecil untuk melihatnya secara langsung,harga sewa perahu sekitar 300rb dengan kapasitas penumpang maksimal 3orang,sebaiknya berangkatlah sepagi mungkin untuk melihatnya,biasanya perahu-perahu sudah menunggu pada pukul 6pagi,karena jika anda kesiangan akan sulit untuk melihatnya,persiapkan stamina anda dan juga kendaraan anda mengingat medan yg cukup sulit, pastikan bbm kendaraan anda cukup untuk menempuh 5jam perjalanan dari pelabuhan bakaheuni.",4,Positif
 Teluk Kiluan ,Budi Y,Ini dari pengalaman pribadi sy..pertama kali sy ke sana..keinginan sy pengen ngeliat lumba2 langsung dari habitatnya..subhannallah..inilah kebesaran Tuhan..sy bs langsung menyaksikan ikan tercerdas sedang brrmain mengikuti perahu yg sy tumpangi..dari jam 5 pagi - 9 pagi atau sore hari anda bs melihat lumba2.. Cuma satu yg disayangkan ..akses ke teluk kiluan benar2 memprihatinkan..jd sy mau kesana udah malas..utk pemda lampung ayo bangkit ..ada peluang utk menambah devisa .. Perbaiki akses keteluk kiluan..semangat..,3,Positif
 Teluk Kiluan ,Nurul F,"Untuk bisa sampai ke lokasi ini diperlukan efforts yang amat sangat kuat. Karena selain lokasinya lumayan jauh dari kota lampung, jalannya juga cukup lumayan agak bikin deg2an menurut saya. Semoga aja sekarang aksesnya udah diperbaiki. Pagi2, sebelum matahari terbit kita sudah harus bersiap2 berlayar menggunakan perahu jukung untuk melihat si lumba2 yang cantik bermain2. Pengalaman yang seru.",4,Positif
 Teluk Kiluan ,Ridho S,"Perjalanan yang lumayan melelahkan untuk menuju kesini. Tapi semua itu terbayar dengan keindahannya. Wisata yang masih alami, belum tersentuh campur tangan manusia.",5,Positif
 Teluk Kiluan ,Fiqy,"Teluk Kiluan menjadi populer dalam beberapa tahun belakangan ini. Letaknya tidak jauh dari Kota Bandar Lampung, namun infrastruktur jalan yang rusak membuat jarak tempuh menjadi lama. Daya tarik utama di Teluk Kiluan adalah melihat lumba-lumba, ada dua jenis lumba-lumba di Teluk Kiluan, yaitu lumba-lumba hidung botol dan paruh panjang. Jika beruntung, jumlah lumba-lumba yang muncul bisa berjumlah ratusan, namun saat kurang beruntung bahkan bisa tidak menemukan sama sekali. Untuk melihat lumba-lumba, harus menaiki perahu jukung yang berkapasitas maksimal 3 orang, dengan biaya Rp.300.000/3 orang. Waktu melihat lumba-lumba pada pagi hari, biasanya pergi jam 6.30. Ada dua pilihan penginapan, menginap di tepi Teluk Kiluan atau di Pulau Kelapa (Kiluan). Di Pulau Kiluan hanya ada 1 penginapan terdiri dari kurang lebih 10 kamar yang dikelola oleh Pak Dirham, tarif per kamarnya Rp.250.000, bisa diisi hingga 6 orang dalam 1 kamar. Kamar mandinya ada 3 dan ada 1 buah sumur timba. Sebenarnya menginap disini enak, namun keterbatasan kamar mandi menjadi kendala utama. Selain kamar-kamar yang ada, pengunjung juga bisa menginap di sekitar pulau dengan tenda yang dibawa sendiri. Untuk makan di pulau bisa memesan di penginapan, biayanya Rp.18.000/makan/orang. Jika pengunjung mau mengunjungi pulau ini, dikenakan biaya kunjungan Rp.5.000/orang. Snorkeling di ujung pulau cukup indah, sayangnya banyak pengunjung tidak peduli terumbu karang, beberapa menginjak-injak terumbu karang. Sunset di belakang pulau juga sangat bagus.",4,Positif
 Masjid Agung Al Furqon ,zainal930,"saya kemarin menginap di the7th hotel tidak jauh dari masjid ini, malamnya saya jalan2 dan sampailah kesini, luar biasa ramainya, tempat yg asyik untuk menghabiskan malam",5,Positif
 Masjid Agung Al Furqon ,Harumin H,"Lokasi sangat strategis, di atas bukit, parkir luas, aman, baik warga setempat, wisatawan lokal dan domestik.Pada awalnya masjid ini hanya dikunjungi untuk beribadah dan pengajian/tausiah, akan tetapi seiring waktu mulai ada penambahan fungsi, misalnya acara pernikahan, tabligh akbar, bazar, bahkan saat ini tersedia food court pada sore dan malam hari dengan pemandangan teluk lampung, dan pusat Pemerintah Kota bandar Lampung.Secara pribadi penulis berbagi tips, ada baiknya ada tiba sebelum sholat maghrib, artinya kita sholat di sana, biasanya lebih ramai dibanding isya' hal ini akan membangkitkan semangat kita, selesai sholat maghrib, sejenak kita bisa menikmati panorama alam Teluk Lampung hingga isya' tiba, segera ke masuk disini kita akan merasakan hening, damai, dan khusyu', pas untuk muasabah diri. Selanjutnya dengan hati yang tenang bolehlah kita turun ke area kuliner untuk berkumpul dengan teman dan keluarga.Pada bulan Ramadhan, coba berkunjung pada saat menjelang subuh, karena ba'da subuh kita dapat menyaksikan mata hari terbit (sunrise) dan udara yang cukup segar.",5,Positif
 Masjid Agung Al Furqon ,SonnySusanto,"Salah satu ikon kota lampung yang berada di pusat kota. Merupakan masjid terbesar di kota lampung, yang terdiri dari 3 lantai.Area wudhu untuk laki-laki dan perempuan berada di lantai 2 sisi kanan, tentu saja dipisahkan pintu masuknya.Suasana di dalam masjid bersih dan sangat nyaman. Menjadikan kita dapat khusuk untuk menjalankan ibadah wajib maupun sunnah.Beberapa shaft depan dilapisi oleh sajadah agak tebal, sedangkan shaft-shaft di belakangnya hanya berlapiskan karpet warna hijau yang sudah tipis dan butuh penggantian.Di sisi kiri-kanan atas, terpasang beberapa kipas angin besar, yang akan dinyalakan jika sedang ada acara kegiatan keagamaan, sholat Jumat ataupun sholat hari besar (Idul Fitri & Idul Adha)",4,Positif
 Masjid Agung Al Furqon ,asrul_sy,Saya mengunjungi masjid ini ketika malam hari. Masjid ini terletak di jalan protokol di bandar lampung. ketika malam itu banyak remaja-remaja berkumpul untuk nongrong di seputaran jalan. saya menyempatkan masuk ke dalam masjid. luas dan menenangkan jika didalam masjid.,4,Positif
 Masjid Agung Al Furqon ,DwiApril,"Masjid Agung Al Furqon merupakan masjid besar di Lampung, tempat yang nyaman untuk sholat. Sebelum masuk ke areal sholat terdapat bedug yang lumayan besar, tempat sholat pun bersih dan tertata rapi begitu juga dengan tempat wudhu dan toilet. Apabila malam tiba di depan masjid dapat dilihat lampu-lampu yang indah, tetapi saat ini banyak penjual dan akan banyak anak-anak muda yang nongkrong dan duduk ngobrol di depan masjid sekedar menikmati keindahan kota Bandar Lampung",4,Positif
 Pantai Mutun ,Goiq,"jarak yang terbilang dekat dengan kota Bandar Lampung, membuat Pulau Mutun jadi pilihan liburan di akhir pekan",3,Netral
 Pantai Mutun ,Vitria R,Hamparan pasirnya yang lebar hingga hampir 100 meter dari bibir pantai menciptakan laut yang dangkal dan berombak tenang. sangat cocok untuk anak-anak. Namun perlu waspada agar anak-anak tidak terlalu jauh dari pengawasan dan bergerak ke arah laut yang lebih dalam.,3,Positif
 Pantai Mutun ,kahfi f,"Pasirnya bersih, orang sekitar dan pengunjung harus peduli biar kebersihan disini selalu terjaga, Pemandangannya bagus cocok untuk yang mau preweding, dan yang pasti instragramable",5,Positif
 Pantai Mutun ,riki r,"Sangat nyaman, lumayan bersih terjangkau tersedia waterbom dan lain nyaPemandangan indah air jernih keren sekalai",4,Positif
 Pantai Mutun ,IvannAgustina,"Pantai cukup sepi, lumayan bersih. Tapi untuk wisataa airnya tidak ada. Kalau mau kesana lebih baik bawa persediaan makanan karena ga banyak warung makan disana",3,Netral
 Pulau Pahawang ,Nurul U,"Salah satu tempat yg terkenal dg spot snorkelingnya, ada taman nemo dan tulisan2 iconic underwater, harus ditempuh dengan perahu dari pelabuhan ketapang",4,Positif
 Pulau Pahawang ,hugetanggoro,"Pergi bersama rombongan dan nginep semalam. View bawah lautnya luar biasa, banyak spot snorkling yg bagus, sayangnya dateng pas long weekend, jd terlalu ramai. Tidak disarankan menginap, malem sepi, ga ada kegiatan yg bisa dilakukan",4,Positif
 Pulau Pahawang ,Hasan M,"Air bening, suasana adem, dan kontur pulau yang hijau sangat menjanjikan untuk tempat istirahat dan liburan. Namun pas snorkling kondisi terumbu karang hancur total, terlalu banyak tulisan buatan dan eksploitasi.cukup direkomendasikan apabila ingin bersantai dan menikmati menginap di pulau pahwang, namun cukup yaaa merusak alamnyaa, ",3,Negatif
 Pulau Pahawang ,fitrizandra,"Pahawang sangat terkenal dengan tempat snorklingnya. Biasanya ketempat ini bisa menggunakan paket-paket tour yang banyak tersedia di pelabuhan ketapang, namun jika ingin lebih murah, dapat juga mengunjunginya melalui pantai klara dengan menyewa kapal kapal nelayan yang ada di sana. Batu karang yang ada di bawah laut sangat indah, terdapat tempat spot spot untuk berfoto di dalam air, jika di pahaang kecil terdapat banyak tempat spot berfoto. Jika ingin snorkling tempat yang agak dangkal, dapat juga ke pahawang kecil dengan batu karang yang juga indah.",4,Positif
 Pulau Pahawang ,Eka R,Keindahan bawah laut pulau pahawang lampung. Jika kamu suka snorkel dive or scuba coba deh kesini. Lihat Banyak ikan badut di sini,5,Positif
 Pulau Kelagian ,rjanti,"pulau yang menyenangkan, bagus untuk liburan bersama keluarga dan teman-teman, biaya kesana juga hemat.",4,Positif
 Pulau Kelagian ,Adebar125,"Bagus banget ... ! ga perlu ke luar negeri untuk dapat beberapa pantai dan snorkling bagus ! Kami berempat sekeluarga berangkat menggunakan kendaraan sendiri, lokasi tidak jauh dari Bandar Lampung, dan .. kami tidak menyesal datang ke sini, lautnya bersih, pantainya bagus, snorkiling bagus juga .. hanya saja tidak banyak pilihan makanan ketika di Pulau ..",5,Positif
 Pulau Kelagian ,Muhammad S,"Saat ke pulau ini bersama rombongan agak kesulitan untuk air bersih, apakah karena weekday atau memang hanya weekend disediakan air bersih... Perlu ditingkatkan fasilitas umum terutama toilet dan air bersihnya... Akan tetapi pantainya sangat indah...",2,Negatif
 Pulau Kelagian ,Amalia T,Pantai yang memiliki background indah banget. kalian akan dibawa kesini setelah snorkling dari pahawang. biaya masuk untuk satu perahu 25rbu. pasir pantai ini lembut banget kayak tepung. Untuk beristrihat dipondok2 dikenakan biaya.,5,Positif
 Pulau Kelagian ,Rendi W,"banyak ikannya, masih bersih, alami dan sangat menyegarkann, liburan murah meriah, reccomended bget pokoknya kalau kelampung",5,Positif
 Pantai Sari Ringgung ,fitrizandra,"Pantai ini tergolong baru, namun tidak begitu menarik. Selain pasir pantai yang tidak bagus, sebagian pantai juga telah di semenisasi sehingga pantai terkesan tidak natural. Keunggulan pantai ini yakni adanya luncuran yang berada di tepi pantai yang bisa digunakan anak anak untuk bermain jika laut sedang surut. Terdapat juga masjid apung dan paket tour ke pasir timbul yang menjadi daya tarik pantai ini, namun biaya sangat mahal tak sebanding dengan apa yang dinikmati. Jika laut sedang pasang, pasir timbul tidak akan kelihatan. Pantai ini terlalu komersil dengan biaya masuk yang mahal dan pelayanan tidak begitu baik.",2,Negatif
 Pantai Sari Ringgung ,Panuntun D,"wisata ini cocok buat kamu yang mau berduaan sama pasanganmu, atau mau bareng keluarga. Karena pemandangannya indah, bikin fresh segerrr pokoknya. juga romantis.wkwkwk cocok buat foto-foto ala prawed.wkwkkw pokoknya gak bakalan nyesel deh,, yukk kesini",5,Positif
 Pantai Sari Ringgung ,Daesy M,"Pantai yang indah dan bukan ini saja dari pantai Sari Ringgung kita bisa sewa kapal kecil beberapa menit ke Pasir Timbul, yaitu ada pasir timbul di tengah- tengah lautan, lucu dan benar-benar nyata disini kita bisa berenang di air yang bening dan bisa melihat gerombolan ikan-ikan kecil yang sangat lndah berenang di sela - sela kaki kita.",5,Positif
 Pantai Sari Ringgung ,yopiefranz,Pantai ini tidak terlalu jauh dari pusat kota Bandar Lampung. Namun hindari kemari di saat libur hari besar seperti lebaran dan tahun baru. Karena biasanya macet saat jalan pulang.Di hari-hari biasa pantai ini masih termasuk lengang. Dan banyak pondokan.Anak-anak aman renang di pantai ini.Kita bisa datangi pasir timbul dengan perahu kayu regular yang banyak tersedia. Di dekat pasir timbul ada spot snorkel.Kalau mau snorkel di pulau Tegal bisa sewa perahu dari pantai Sari Ringgung ini. Pulaunya dekat dari pantai. Hanya butuh 20 menit menyeberang.,4,Netral
 Pantai Sari Ringgung ,Alfalegro,"Lokasinya sekitar 30 Menit dari kawasan Teluk betung, Fasilitasnya cukup lengkap, dengan pondok pondok untuk berteduh, tersedia kapal untuk keliling pulau dang biaya minimal 150K, terdapat toilet, mushola, lahan parkir yang cukup luas, dan arena bermain seperti waterboom langsung ke laut, cukup terkelola dengan baik Untuk informasi lebih lanjut tentang objek wisata ini bisa subscribe/langganan channel youtube Alfalegro jalan jalan ",4,Positif
 Teluk Kiluan ,Indah A,"- Teluk Kiluan di Kecamatan Kelumbayan merupakan salah satu tempat yang sangat cantik, eksotik dan memiliki objek wisata yang cukup lengkap. Bagi saya tempat ini merupakan salah satu tempat terbaik di selatan Pulau Sumatera.- Beberapa objek wisata yang ada disana adalah : 1. Tur Lumba-lumba / Dolphin Tour, untuk mengikuti tur ini anda akan berangkat menggunakan jukung atau kapal kecil yang bisa memuat maksimal 3 orang.Disana ada peraturan desa mengenai tarif tur, jadi jangan khawatir anda ditipu, belum lagi orang sana cukup ramah menyambut pendatang.Harga sewa jukung relatif sama, yaitu Rp 250,000 / jukung dan Rp 15,000 / orang.Anda akan berangkat dari kiluan menuju ke tengah laut untuk hunting lumba-lumba, jangan khawatir anda akan dilengkapi dengan life jacket dan pengemudi jukung yang handal.Anda disarankan memulai dolphin tour pada pagi hari sekitar pukul 6 pagi, karena semakin siang ombak menjadi cukup besar, belum lagi kemungkinan bertemu lumba-lumba menjadi lebih kecil pada siang hari.Saya sendiri sempat takut ketika jukung memasuki laut lepas, namun rasa takut itu hilang ketika bertemu rombongan kapal lain yang hunting lumba-lumba dan ketika puluhan lumba-lumba yang berenang dan muncul ke permukaan. Tur ini memakan waktu sekitar 2-3 jam.2. Pulau Kelapa, selesai dolphin tour anda bisa minta antar langsung ke pulau kelapa yang masih terletak di teluk kiluan, disana anda bisa mendapati pasir yang bersih dan air yang jernih serta tenang pada salah satu sisi pulau yang berhadapan langsung dengan teluk. Namun saya sarankan anda juga mengelilingi pulau itu dengan beberapa teman tentunya untuk melihat sisi lain dari pulau itu, di sisi sebaliknya terdapat pantai dengan ombak yang cukup besar dan eksotik cocok untuk hunting foto. Mengelilingi pulau ini tidak perlu waktu yang lama karena pulaunya relatif kecil. Biaya masuk pulau ini sebesar Rp 5,000 dibayar bersamaan dengan sewa jukung.3. Laguna, untuk mencapai laguna ini anda harus menyiapkan sandal yang paling nyaman seperti sandal gunung atau sepatu karena anda akan melewati yang mendaki menurun dan juga melewati batu-batuan yang terkadang licin, sandal jepit sangat tidak disarankan. Fisik anda juga harus fit karena untuk mencapai laguna membutuhkan tenaga yang besar. Membawa anak-anak juga tidak disarankan karena akses untuk ke laguna masih alami dan berbahaya jika tidak berhati-hati. Serta jangan lupa membawa stok air minum yang cukup karena di laguna tidak ada yang menjual air minum. Namun dibalik tantangan melewati laguna, semua akan terbayar dengan keindahan laguna.4. Batu Layar Pantai Pegadung / Gigi HiuSaya sendiri belum pernah ke batu layar ini, karena waktu yang tidak mencukupi, namun yang saya tahu untuk kesini membutuhkan waktu sekitar 1-2 jam dengan ojek yang bisa disewa di kiluan. Silakan cari di google untuk tahu seperti apa eksotiknya pantai ini.- Akses jalan ke Kiluan dari Bandar Lampung kurang lebih 3-4 jam dengan kondisi jalan yang tidak mulus, namun juga tidak terlalu buruk. Saya dan rombongan menggunakan mobil jenis minibus menuju kiluan dari Bandar Lampung sekitar pukul 2 pagi karena untuk mengejar tur lumba-lumba di pagi hari. - Saya juga menyarankan sebaiknya kunjungan ke Teluk Kiluan tidak dilakukan pada musim penghujan karena resiko untuk dolphin tour ditengah laut akan menjadi berbahaya karena cuaca yang buruk dan anda tentu nya tidak dapat mengunjungi laguna karena akses yang licin dan ombak yang besar tentunya penduduk sekitar tidak akan menyaranan anda kesana. Belum lagi jika musim hujan akses jalan menuju Kiluan akan menjadi sulit.- Untuk makan anda tidak perlu khawatir, banyak warga sekitar yang menyiapkan makan dengan harga yang bersahabat, waktu itu saya membeli nasi ikan lengkap dengan sayu, tempe dan sambal dengan harga Rp 20,000- Bagi anda yang mau bermalam anda bisa menyewa homestay. Homestay nya cukup nyaman dan bersih, namun saya tidak tahu berapa harga yang harus dibayar untuk menginap 1 malam di homestay nya.Barang-barang yang wajib dibawa :- Sandal gunung atau sejenisnya- Kamera underwater, kamera waterproof atau sejenisnya- Kamera DSLR, mirrorless atau sejenisnya bagi penghobi photography- Baju ganti dll.Dan yang paling penting, buanglah sampah pada tempat nya jangan pernah membuang sampah terutama sampah plastik pada tempat wisata atau jika tidak ditemukan tempat sampah bawalah sampah anda pulang dan buang di tempat yang disediakan dalam perjalanan anda pulang agar keindahan nya tetap terjaga.",5,Positif
 Teluk Kiluan ,hempeng,"Disini masih sangat natural, pulau kelapa tempat kami menyewa kamar (IDR250000 perkamar berapapun orang nya) untuk menginap bahkan masih mengandalkan listrik yang diasup dari pembangkit bermodal bbm seadanya, namun pantai di pulau kelapa ini sangat indah dengan gradasi warna biru kehijauan, bagi yang mau berhemat anda bisa membawa tenda dan membangun tenda anda di area yang sudah tersedia tepat menghadap pantai, untuk mandi dan makan hanya perlu bernegosiasi dengan pengurus di pulau, sekali makan dengan menu sederhana namun tetap nikmat hanya menghabiskan IDR20000 perorangSaat di kiluan sempatkan ke laguna, dengan biaya IDR20000 untuk kapal dan tiket masuk per orang dan IDR50000 untuk guide per grup anda sudah bisa menikmati pantai indah dan berenang di laguna, ini serasa anda berenang di kolam renang pribadi yang tepat berada di pinggir pantaiHal terpenting dan utama yang akan kami lakukan di kiluan adalah untuk melihat kawanan lumba-lumba, dan saya berani jamin anda tidak akan kecewa, kami berangkat 06:30 dengan perahu yang hanya bisa diisi 3 wisatawan dengan tarif IDR300.000 per perahunya dan yang kami saksikan adalah parade lumba-lumba di alam terbukaBerada dua hari semalam di kiluan membuat semua perjuangan mencapai kiluan dengan kondisi jalanan yang bisa dibilang jelek terbayar",5,Positif
 Teluk Kiluan ,irfannurfajrihidayat,"Kami sekeluarga ke teluk kiluan di akhir liburan lebaran 2015Perjalanan dari Bandar Lampung kami gunakan menggunakan petunjuk gmap dan sangat mendukung hingga kilometer 40-an karena sesudah itu tidak ada sinyal.Perjalanan di dominasi oleh pegunungan dan pantai dibeberapa titik.Jujur saja pengalaman hingga kilometer 40 dari 72 KM sangat baik dengan jalan yang cukup baik, hingga Lantamal AL, jalan mulai rusak seperti belum diaspal. Jalan berdebu karena memang musim kemarau dan dibeberapa tempat menajak tajam karena kontur pegunungan membuat kami khawatir akan keselamatan diri.Alhamdulilah kami sampai juga di teluk kiluan di sore hari dan langsung menuju pulau kiluan dan disambut hangat oleh Pak Irdham pengelola penginapan di pulau kiluan.Esok pagi kami melakukan perjalanan dengan perahu nelayan yakni perahu jukung hingga 4 mill lepas pantai dan kami menemukan sekumpulan lumba-lumba yang sudah ada sejak ratusan tahun yang lalu mencari makan di teluk kiluan ini.siang hari kami melakukan snorkling di dekat karang dimana habitat terumbu karang cukup baik dan banyak ikannya.secara umum lokasi ini sangat berpotensi untuk dikembang pariwisatanya yakni terumbu karang, pantai berpasir serta atraksi ikan lumba lumbanya.Tips untuk pengelola yakni kurangnya lokasi penunjuk arah (kalau tidak salah hanya 2 buah yg permanen, itupun kecil)Senang bisa mengunjungi kiluan bay.",4,Positif
 Teluk Kiluan ,4dhi,"Teluk Kiluan merupakan salah satu tempat wisata di Lampung yang wajib dikunjungi. Tempatnya indah dan jauh dari kebisingan. Tempat Anda bisa melihat lumba-lumba dan keindahan bawah lautnya yang mempesona. Suasananya masih alami dengan penduduk yang ramah. Waktu tempuh dari Kota Bandar Lampung yang cukup lama dikarenakan akses jalan yang hancur lebur. Sebelum berkunjung, cek prakiraan cuaca dan pastikan Anda telah memesan penginapan dari jauh-jauh hari dikarenakan jumlah yang terbatas.",4,Positif
 Teluk Kiluan ,Dita311283,"Teluk Kiluan sudah cukup terkenalan dikalangan para traveller. Tempatnya di Tanggamus Lampung. Waktu berkunjung kesana saya berangkat dari Palembang,naik kereta api yang ekonomi,harga tiket Rp 30.000 sampai ke Tanjung Karang Lampung,sesampai disana naik travel yang sudah dipesan terlebih dahulu,biaya travel sekitar Rp.50.000- Rp.60.000. Lama perjalan sekitar 3-4 jam an karena kondisi jalan ke Teluk Kiluan sangat rusak parah,dipastikan diperjalanan ada yang mabuk.Sesampai di Teluk Kiluan semuanya jerih payah kita terbayarkan oleh keIndahan pantai dan pulau disana. Di Teluk Kiluan sendiri banyak terdapat rumah-rumah penduduk,ada pulau-pulau juga,salah satunya pulau Kelapa,nah di pulau kelapa ini ada homestay tapi harus booking terlebih dahulu ya,takutnya penuh apalagi kalo waktu liburan. Biaya homestay nya berkisar Rp 250.000.Di Teluk Kiluan sendiri banyak hal yang bisa kita lakukan,seperti bermain pasir,berjemur,snorkling dengan biota laut yang cukup indah,renang di lagoona dan lihat lumba-lumba langsung ditengah samudera yang luas. Lumba-lumba merupakan daya jual utama di Teluk Kiluan,dan memang sangat luar biasa,naik kapal kecil mengejar lumba-lumba ditengah samudera,sunggu sangat mendebarkan hahaha. Untuk biaya kapal berburu lumba-lumba sekitar Rp 250.000 (perkapal bisa 3-4 orang,jadi bisa sharing cost ke teman lainnya)Disana masjid,kamar mandi,toilet sudah lengkap,kalo mau makan pun bisa pesan,dan yang terpenting lagi tetap jada kelestarian alam kita,karena mungkin tingginya tingkat pengunjung di Pulau kelapa terutama banyak terdapat sampah,sayang sekali kan tempat yang indah jadi kotor karena ulah kita sendiri.Happy Travelling!!!",4,Negatif
 Boemi Kedaton Mall ,Yulius Y,"XXI satu2 nya di Lampung ada di MBK ini, tempatnya dilantai 4 , masih bersih dan bagus untuk nonton film2 bersama keluarga atau teman teman",4,Positif
 Boemi Kedaton Mall ,Darwin-Pangaribuan,"MBK adalah mall paling lengkap dan termegah di kota bumi ruwa jurai. Semua ada disitu, dari bioskop sampai toko buku. Supermarket juga ada disitu. Sarana parkir sangat luas. Berjalan jalan sambil cuci mata di MBK sangat nyaman. Keuntungan berbelanja di MBK adalah mendapat kupon undian setiap belanja, sehingga menambah harapan setiap bulan penarikan undian. Oleh karena ada banyak orang yang berbelanja, perlu hati hati bila menbawa anak kecil agar jangan tersesat. Tempat favorit adalah bioskop dan kurang nyaman dengan suara bising dari musik di aula tengah. Sebulan sekali kami sekeluarga pasti refreshing ke sana.",5,Positif
 Boemi Kedaton Mall ,violaaruan,Mall terbaik yg ada di lampung. Bangunan baru. Terdapat banyak cafe dan tempat belanja. Bisa nonton di cinema xxi bisa foto di origami. Sangat pas untuk menghabiskan waktu,4,Positif
 Boemi Kedaton Mall ,Maulana S,"pertama kali sampai di lampung langsung mampir ke MBK,awalnya sih cuma mau Ngadem,,eee...ternyata langsung berdecak kagum melihat dalamnya...keren...serasa di mall genting highland ...nyaman...n...lengkap...tp sayang gak foto foto...gak pede baru turun dari bus antara jambi n lampung...hehehe...",5,Positif
 Boemi Kedaton Mall ,Aziz B,"Kalo kesini yang dicari cuma Cinema XXI, maklum yang paling dekat dari rumah ya Boemi Kedaton Mall. Ada satu lagi Central Plaza, tapi cukup jauh klo harus ke sana. Letaknya persis di Simpang Tiga jalur dua way Halim. Disarankan jangan sore-sore datang kesini, maklum lokasinya berada dijalur padat.",5,Netral
 Pantai Mutun ,ve_07,Pantai Mutun seperti pantai pada umumnya namun masih bersih. Di sana tersedia perahu untuk menyebrang ke Pulau Tangkil.,3,Positif
 Pantai Mutun ,violaaruan,"Jalan jalan keluarga. Tiket masuk 10rb per orang, bisa naik banana boat 25rb perorang. Naik waterboom pantai 15rb perorang seharian main disini gak bosen",5,Positif
 Pantai Mutun ,cutmeutiaa,"Basically pantainya oke tapi karena mungkin belum terjamah pemerintah jadi jalanan jelek, kamar mandi jorok, pengunjungnya juga jorok (buang sampah dimana-mana) dan lain-lain. Tapi lautnya indah, karang dibawah lautnya nya juga bagus, kalau jalan ke pulau tangkil banyak atraksi-atraksi yang okay. Sayang karang dipantainya tajem-tajem jadi kaki banyak luka ditambah pondok-pondok tempat beristirahat ceilingnya juga terlalu pendek sehingga sering kejedot.",3,Negatif
 Pantai Mutun ,linda_nhd,"di pantai ini sudah banyak tersedia tempat penginapan, arena permainan yang bersahabat untuk anak dan banyak jenis permainan yang bisa dinikmati oleh para pengunjung dewasa lainnya.ombak di laut mutun ini juga masih bersahabat untuk berenang sampai ke tengah, tetapi tetap harus memperhatikan aspek keselamatan.",4,Positif
 Pantai Mutun ,Gandung E,"Cukup bersih, transportasi umum sepi, jalan menuju ke tempatnya (mutun) sedikit sulit bila dengan bus. Pulau Tangkil lumayan bagus, sayangnya jalan mengitari pulau tidak ada, dan sampah di dekat pohon bakau.",3,Negatif
 Pulau Pahawang ,Dhika M,"Berkunjunga ke tempat ini minggu lalu bersama teman2x. Lokasi parkir di pantai klara dan langsung ada dermaga dimana ada kapal yang mengantar ke p. pahawang. suasana pantai cukup bersih namun sayang kurang terawat, mungkin karena lokasi nya baru. Setelah menaiki kapal -/+ 1 jam kemudian tiba lah kami di spot snorkeling. Air lumayan jernih dengan kedalaman laut sekitar 5 meter. Banyak sekali dijumpai ikan namun sayang karang nya kurang bagus dan tidak berwarna warni. Katanya sih ada 7 spot snorkeling disini, tp saya hanya mengunjungi 2 spot lokasi. Itupun di spot kedua tidak berani ambil resiko karena sudah sore dan info rekan saya masih terdapat binatang laut bulu babi yang tampaknya cukup berbahaya jika terkena di kulit.Overall pahawang masih layak dikunjungi utk yang masih penasaran dengan pulau dengan pantai pasir putihnya. Saran saya jika ingin berkunjung, datanglah pagi2x dan jangan pulang lewat dari jam 3 sore mengingat operasional pantai akan tutup pada pukul 17.00 wib dan setelah itu tidak ada penerangan sama sekali. Akses jalan raya menuju lokasi ini pun mirip di tengah hutan aka gelap dan sepi, jadi disarankan jangan ketempat ini sendirian.",4,Positif
